ID,stacktrace,original_label,label_generated,,,,
10,"[{'exception': 'java.lang.Error', 'message': None, 'frames': [{'function': 'com.netbeans.editor.BaseCaret.install', 'file': 'BaseCaret.java', 'fileline': 143, 'depth': 0}, {'function': 'javax.swing.text.JTextComponent.setCaret', 'file': 'JTextComponent.java', 'fileline': 412, 'depth': 1}, {'function': 'com.netbeans.editor.BaseTextUI.modelChanged', 'file': 'BaseTextUI.java', 'fileline': 202, 'depth': 2}, {'function': 'com.netbeans.editor.BaseTextUI.propertyChange', 'file': 'BaseTextUI.java', 'fileline': 556, 'depth': 3}, {'function': 'javax.swing.event.SwingPropertyChangeSupport.firePropertyChange', 'file': 'SwingPropertyChangeSupport.java', 'fileline': 154, 'depth': 4}, {'function': 'javax.swing.JComponent.firePropertyChange', 'file': 'JComponent.java', 'fileline': 2924, 'depth': 5}, {'function': 'javax.swing.text.JTextComponent.setDocument', 'file': 'JTextComponent.java', 'fileline': 314, 'depth': 6}, {'function': 'com.netbeans.ide.text.EditorSupport$Editor.<init>', 'file': 'EditorSupport.java', 'fileline': 669, 'depth': 7}, {'function': 'com.netbeans.ide.text.EditorSupport$Editor.createClonedObject', 'file': 'EditorSupport.java', 'fileline': 678, 'depth': 8}, {'function': 'com.netbeans.ide.windows.CloneableTopComponent.clone', 'file': 'CloneableTopComponent.java', 'fileline': 61, 'depth': 9}, {'function': 'com.netbeans.developer.impl.MultiObjectFrame.performAction', 'file': 'MultiObjectFrame.java', 'fileline': 700, 'depth': 10}, {'function': 'com.netbeans.ide.util.actions.CallbackSystemAction.performAction', 'file': 'CallbackSystemAction.java', 'fileline': 73, 'depth': 11}, {'function': 'com.netbeans.ide.util.actions.CallableSystemAction.actionPerformed', 'file': 'CallableSystemAction.java', 'fileline': 80, 'depth': 12}, {'function': 'javax.swing.AbstractButton.fireActionPerformed', 'file': 'AbstractButton.java', 'fileline': 1066, 'depth': 13}, {'function': 'javax.swing.AbstractButton$ForwardActionEvents.actionPerformed', 'file': 'AbstractButton.java', 'fileline': 1101, 'depth': 14}, {'function': 'javax.swing.DefaultButtonModel.fireActionPerformed', 'file': 'DefaultButtonModel.java', 'fileline': 378, 'depth': 15}, {'function': 'javax.swing.DefaultButtonModel.setPressed', 'file': 'DefaultButtonModel.java', 'fileline': 250, 'depth': 16}, {'function': 'javax.swing.AbstractButton.doClick', 'file': 'AbstractButton.java', 'fileline': 226, 'depth': 17}], 'nested': []}]",nullpointerexception,stackoverflowerror unsupportedencodingexception,,,,
11,"[{'exception': 'java.lang.Error', 'message': None, 'frames': [{'function': 'com.netbeans.editor.DrawInfo.repaintBlock', 'file': 'DrawInfo.java', 'fileline': 248, 'depth': 0}, {'function': 'com.netbeans.editor.LeafView.updateDamage', 'file': 'LeafView.java', 'fileline': 448, 'depth': 1}, {'function': 'com.netbeans.editor.LeafView.changedUpdate', 'file': 'LeafView.java', 'fileline': 408, 'depth': 2}, {'function': 'com.netbeans.editor.BaseTextUI$RootView.changedUpdate', 'file': 'BaseTextUI.java', 'fileline': 832, 'depth': 3}, {'function': 'com.netbeans.editor.BaseTextUI.changedUpdate', 'file': 'BaseTextUI.java', 'fileline': 594, 'depth': 4}, {'function': 'com.netbeans.editor.BaseDocument.fireChangedUpdate', 'file': 'BaseDocument.java', 'fileline': 263, 'depth': 5}, {'function': 'com.netbeans.editor.BaseDocument.setLogicalStyle', 'file': 'BaseDocument.java', 'fileline': 806, 'depth': 6}, {'function': 'com.netbeans.ide.text.NbDocument.markNormal', 'file': 'NbDocument.java', 'fileline': 253, 'depth': 7}, {'function': 'com.netbeans.ide.text.DocumentLine.refreshState', 'file': 'DocumentLine.java', 'fileline': 177, 'depth': 8}, {'function': 'com.netbeans.ide.text.DocumentLine$Listener.stateChanged', 'file': 'DocumentLine.java', 'fileline': 241, 'depth': 9}, {'function': 'com.netbeans.ide.util.WeakListener$Change.stateChanged', 'file': 'WeakListener.java', 'fileline': 333, 'depth': 10}, {'function': 'com.netbeans.ide.text.EditorSupport.fireStateChangeEvent', 'file': 'EditorSupport.java', 'fileline': 566, 'depth': 11}, {'function': 'com.netbeans.ide.text.EditorSupport.access$6', 'file': 'EditorSupport.java', 'fileline': 555, 'depth': 12}], 'nested': []}]",nullpointerexception, arrayindexoutofboundsexception,,,,
12,"[{'exception': 'java.lang.NullPointerException', 'message': 'at com.netbeans.developer.modules.loaders.java.JavaEditor.saveFromKitToStream(JavaEditor.java:151)', 'frames': [{'function': 'com.netbeans.developer.modules.loaders.java.JavaEditor.saveFromKitToStream', 'file': 'JavaEditor.java', 'fileline': 151, 'depth': 0}, {'function': 'com.netbeans.ide.text.EditorSupport.saveDocument', 'file': 'EditorSupport.java', 'fileline': 287, 'depth': 1}, {'function': 'com.netbeans.ide.text.EditorSupport$SavingManager.save', 'file': 'EditorSupport.java', 'fileline': 841, 'depth': 2}, {'function': 'com.netbeans.developer.impl.actions.SystemExit$ExitDlg.save', 'file': 'SystemExit.java', 'fileline': 188, 'depth': 3}, {'function': 'com.netbeans.developer.impl.actions.SystemExit$ExitDlg.buttonPressed', 'file': 'SystemExit.java', 'fileline': 166, 'depth': 4}, {'function': 'com.netbeans.developer.impl.CoronaDialog$1.buttonPressed', 'file': 'CoronaDialog.java', 'fileline': 83, 'depth': 5}, {'function': 'com.netbeans.developer.impl.awt.ButtonBar.buttonPressed', 'file': 'ButtonBar.java', 'fileline': 472, 'depth': 6}, {'function': 'com.netbeans.developer.impl.awt.ButtonBarButton$1.actionPerformed', 'file': 'ButtonBarButton.java', 'fileline': 60, 'depth': 7}, {'function': 'javax.swing.AbstractButton.fireActionPerformed', 'file': 'AbstractButton.java', 'fileline': 1066, 'depth': 8}, {'function': 'javax.swing.AbstractButton$ForwardActionEvents.actionPerformed', 'file': 'AbstractButton.java', 'fileline': 1101, 'depth': 9}, {'function': 'javax.swing.DefaultButtonModel.fireActionPerformed', 'file': 'DefaultButtonModel.java', 'fileline': 378, 'depth': 10}, {'function': 'javax.swing.DefaultButtonModel.setPressed', 'file': 'DefaultButtonModel.java', 'fileline': 250, 'depth': 11}, {'function': 'javax.swing.plaf.basic.BasicButtonListener.mouseReleased', 'file': 'BasicButtonListener.java', 'fileline': 217, 'depth': 12}, {'function': 'java.awt.Component.processMouseEvent', 'file': 'Component.java', 'fileline': 3126, 'depth': 13}, {'function': 'java.awt.Component.processEvent', 'file': 'Component.java', 'fileline': 2965, 'depth': 14}, {'function': 'java.awt.Container.processEvent', 'file': 'Container.java', 'fileline': 987, 'depth': 15}, {'function': 'java.awt.Component.dispatchEventImpl', 'file': 'Component.java', 'fileline': 2376, 'depth': 16}, {'function': 'java.awt.Container.dispatchEventImpl', 'file': 'Container.java', 'fileline': 1032, 'depth': 17}, {'function': 'java.awt.Component.dispatchEvent', 'file': 'Component.java', 'fileline': 2289, 'depth': 18}, {'function': 'java.awt.LightweightDispatcher.retargetMouseEvent', 'file': 'Container.java', 'fileline': 1944, 'depth': 19}, {'function': 'java.awt.LightweightDispatcher.processMouseEvent', 'file': 'Container.java', 'fileline': 1732, 'depth': 20}, {'function': 'java.awt.LightweightDispatcher.dispatchEvent', 'file': 'Container.java', 'fileline': 1645, 'depth': 21}], 'nested': []}]", nullpointerexception, nullpointerexception,,,,
13,"[{'exception': 'java.lang.NullPointerException', 'message': 'at sun.awt.image.URLImageSource.getConnection(URLImageSource.java:106)', 'frames': [{'function': 'sun.awt.image.URLImageSource.getConnection', 'file': 'URLImageSource.java', 'fileline': 106, 'depth': 0}, {'function': 'sun.awt.image.URLImageSource.getDecoder', 'file': 'URLImageSource.java', 'fileline': 115, 'depth': 1}, {'function': 'sun.awt.image.InputStreamImageSource.doFetch', 'file': 'InputStreamImageSource.java', 'fileline': 242, 'depth': 2}, {'function': 'sun.awt.image.ImageFetcher.fetchloop', 'file': 'ImageFetcher.java', 'fileline': 221, 'depth': 3}, {'function': 'sun.awt.image.ImageFetcher.run', 'file': 'ImageFetcher.java', 'fileline': 189, 'depth': 4}], 'nested': []}]", nullpointerexception, nullpointerexception,,,,
14,"[{'exception': 'java.lang.NullPointerException', 'message': 'at sun.awt.image.URLImageSource.getConnection(URLImageSource.java:106)', 'frames': [{'function': 'sun.awt.image.URLImageSource.getConnection', 'file': 'URLImageSource.java', 'fileline': 106, 'depth': 0}, {'function': 'sun.awt.image.URLImageSource.getDecoder', 'file': 'URLImageSource.java', 'fileline': 115, 'depth': 1}, {'function': 'sun.awt.image.InputStreamImageSource.doFetch', 'file': 'InputStreamImageSource.java', 'fileline': 242, 'depth': 2}, {'function': 'sun.awt.image.ImageFetcher.fetchloop', 'file': 'ImageFetcher.java', 'fileline': 221, 'depth': 3}, {'function': 'sun.awt.image.ImageFetcher.run', 'file': 'ImageFetcher.java', 'fileline': 189, 'depth': 4}], 'nested': []}]", nullpointerexception, nullpointerexception,,,,
15,"[{'exception': 'com.netbeans.ide.src.SourceException', 'message': 'Document cannot be modified. Impossible to parse it.', 'frames': [{'function': 'com.netbeans.developer.modules.loaders.java.SourceElementImpl.getData', 'file': 'SourceElementImpl.java', 'fileline': 419, 'depth': 0}, {'function': 'com.netbeans.developer.modules.loaders.java.SourceElementImpl.setPackage', 'file': 'SourceElementImpl.java', 'fileline': 113, 'depth': 1}, {'function': 'com.netbeans.developer.modules.loaders.java.JavaDataObject.updateSource', 'file': 'JavaDataObject.java', 'fileline': 164, 'depth': 2}, {'function': 'com.netbeans.developer.modules.loaders.java.JavaDataObject$2.taskFinished', 'file': 'JavaDataObject.java', 'fileline': 143, 'depth': 3}, {'function': 'com.netbeans.ide.util.Task.addTaskListener', 'file': 'Task.java', 'fileline': 136, 'depth': 4}, {'function': 'com.netbeans.developer.modules.loaders.java.JavaDataObject.updateSourceStart', 'file': 'JavaDataObject.java', 'fileline': 141, 'depth': 5}, {'function': 'com.netbeans.developer.modules.loaders.java.JavaDataObject.handleCreateFromTemplate', 'file': 'JavaDataObject.java', 'fileline': 246, 'depth': 6}, {'function': 'com.netbeans.ide.loaders.DataObject$6.run', 'file': 'DataObject.java', 'fileline': 623, 'depth': 7}], 'nested': []}]", sourceexception,stackoverflowerror unsupportedencodingexception,,,,
16,"[{'exception': 'java.lang.ClassCastException', 'message': 'com.netbeans.developer.modules.loaders.form.FormDataNode', 'frames': [{'function': 'com.netbeans.developer.modules.loaders.java.SourceElementImpl.setParsingResult', 'file': 'SourceElementImpl.java', 'fileline': 356, 'depth': 0}, {'function': 'com.netbeans.developer.modules.loaders.java.JavaParser.parseFile', 'file': 'JavaParser.java', 'fileline': 133, 'depth': 1}, {'function': 'com.netbeans.developer.modules.loaders.java.SourceElementImpl$2.run', 'file': 'SourceElementImpl.java', 'fileline': 261, 'depth': 2}, {'function': 'com.netbeans.ide.util.Task.run', 'file': 'UnknownSource', 'fileline': None, 'depth': 3}, {'function': 'com.netbeans.ide.util.Task.run', 'file': 'UnknownSource', 'fileline': None, 'depth': 4}, {'function': 'com.netbeans.ide.util.RequestProcessor$ProcessorThread.run', 'file': 'UnknownSource', 'fileline': None, 'depth': 5}], 'nested': []}]", classcastexception,stackoverflowerror unsupportedencodingexception,,,,
17,"[{'exception': 'java.lang.NullPointerException', 'message': None, 'frames': [{'function': 'com.netbeans.ide.loaders.DataLoaderPool.findDataObject', 'file': 'CompiledCode', 'fileline': None, 'depth': 0}, {'function': 'com.netbeans.ide.loaders.FolderList.createBoth', 'file': 'CompiledCode', 'fileline': None, 'depth': 1}, {'function': 'com.netbeans.ide.loaders.FolderList.getObjects', 'file': 'FolderList.java', 'fileline': 225, 'depth': 2}, {'function': 'com.netbeans.ide.loaders.FolderList.getChildren', 'file': 'FolderList.java', 'fileline': 78, 'depth': 3}, {'function': 'com.netbeans.ide.loaders.DataFolder.getChildren', 'file': 'DataFolder.java', 'fileline': 199, 'depth': 4}, {'function': 'com.netbeans.ide.loaders.FolderInstance.recreate', 'file': 'CompiledCode', 'fileline': None, 'depth': 5}, {'function': 'com.netbeans.ide.awt.MenuBar$MenuFolder.<init>', 'file': 'MenuBar.java', 'fileline': 196, 'depth': 6}, {'function': 'com.netbeans.ide.awt.MenuBar$MenuBarFolder.acceptFolder', 'file': 'MenuBar.java', 'fileline': 139, 'depth': 7}, {'function': 'com.netbeans.ide.loaders.FolderInstance.acceptDataObject', 'file': 'FolderInstance.java', 'fileline': 128, 'depth': 8}, {'function': 'com.netbeans.ide.loaders.FolderInstance.recreate', 'file': 'CompiledCode', 'fileline': None, 'depth': 9}], 'nested': []}]", nullpointerexception, nullpointerexception,,,,
18,"[{'exception': 'java.lang.NoClassDefFoundError', 'message': 'com.netbeans.developer.modules.loaders.form.form editor.FormEditor', 'frames': [{'function': 'java.lang.Class.forName0', 'file': 'NativeMethod', 'fileline': None, 'depth': 0}, {'function': 'java.lang.Class.forName', 'file': 'CompiledCode', 'fileline': None, 'depth': 1}, {'function': 'com.netbeans.developer.modules.loaders.instance.InstanceDataObject.instanceClass', 'file': 'CompiledCode', 'fileline': None, 'depth': 2}, {'function': 'com.netbeans.developer.modules.loaders.instance.InstanceDataObject.createNodeDelegate', 'file': 'CompiledCode', 'fileline': None, 'depth': 3}, {'function': 'com.netbeans.ide.loaders.DataObject.getNodeDelegate', 'file': 'CompiledCode', 'fileline': None, 'depth': 4}, {'function': 'com.netbeans.ide.loaders.DataObject.getClonedNodeDelegate', 'file': 'CompiledCode', 'fileline': None, 'depth': 5}, {'function': 'com.netbeans.ide.loaders.FolderChildren$Addition.acceptDataObject', 'file': 'CompiledCode', 'fileline': None, 'depth': 6}, {'function': 'com.netbeans.ide.loaders.FolderList.createBoth', 'file': 'CompiledCode', 'fileline': None, 'depth': 7}, {'function': 'com.netbeans.ide.loaders.FolderList.getObjects', 'file': 'FolderList.java', 'fileline': 225, 'depth': 8}, {'function': 'com.netbeans.ide.loaders.FolderList.getChildrenList', 'file': 'FolderList.java', 'fileline': 127, 'depth': 9}, {'function': 'com.netbeans.ide.loaders.DataFolder.getChildrenList', 'file': 'DataFolder.java', 'fileline': 206, 'depth': 10}, {'function': 'com.netbeans.ide.loaders.FolderChildren$2.run', 'file': 'FolderChildren.java', 'fileline': 123, 'depth': 11}, {'function': 'com.netbeans.ide.util.Task.run', 'file': 'Task.java', 'fileline': 121, 'depth': 12}, {'function': 'com.netbeans.ide.util.RequestProcessor$ProcessorThread.run', 'file': 'CompiledCode', 'fileline': None, 'depth': 13}], 'nested': []}]",noclassdeffounderror,noclassdeffounderror ,,,,
19,"[{'exception': 'java.lang.NullPointerException', 'message': None, 'frames': [{'function': 'com.netbeans.ide.text.EditorSupport.closeDocument', 'file': 'EditorSupport.java', 'fileline': 199, 'depth': 0}, {'function': 'com.netbeans.ide.text.EditorSupport.access$10', 'file': 'EditorSupport.java', 'fileline': 192, 'depth': 1}, {'function': 'com.netbeans.ide.text.EditorSupport$Editor.closeLast', 'file': 'EditorSupport.java', 'fileline': 771, 'depth': 2}, {'function': 'com.netbeans.developer.modules.loaders.java.JavaEditor$JavaEditorComponent.closeLast', 'file': 'JavaEditor.java', 'fileline': 524, 'depth': 3}, {'function': 'com.netbeans.ide.windows.CloneableTopComponent$Ref.unregister', 'file': 'CloneableTopComponent.java', 'fileline': 223, 'depth': 4}, {'function': 'com.netbeans.ide.windows.CloneableTopComponent.close', 'file': 'CloneableTopComponent.java', 'fileline': 104, 'depth': 5}, {'function': 'com.netbeans.developer.impl.MultiObjectFrame.closeView', 'file': 'MultiObjectFrame.java', 'fileline': 582, 'depth': 6}, {'function': 'com.netbeans.developer.impl.MultiObjectFrame.closeTopComponent', 'file': 'MultiObjectFrame.java', 'fileline': 491, 'depth': 7}, {'function': 'com.netbeans.developer.impl.MultiObjectFrame.closeViews', 'file': 'CompiledCode', 'fileline': None, 'depth': 8}, {'function': 'com.netbeans.developer.impl.MultiObjectFrame.closeLast', 'file': 'MultiObjectFrame.java', 'fileline': 571, 'depth': 9}, {'function': 'com.netbeans.developer.impl.TopFrame.windowClosing', 'file': 'TopFrame.java', 'fileline': 250, 'depth': 10}, {'function': 'com.netbeans.ide.windows.Workspace$Element$Listener.windowClosing', 'file': 'Workspace.java', 'fileline': 872, 'depth': 11}, {'function': 'java.awt.Window.processWindowEvent', 'file': 'CompiledCode', 'fileline': None, 'depth': 12}, {'function': 'javax.swing.JFrame.processWindowEvent', 'file': 'CompiledCode', 'fileline': None, 'depth': 13}, {'function': 'java.awt.Window.processEvent', 'file': 'CompiledCode', 'fileline': None, 'depth': 14}, {'function': 'java.awt.Component.dispatchEventImpl', 'file': 'CompiledCode', 'fileline': None, 'depth': 15}, {'function': 'java.awt.Container.dispatchEventImpl', 'file': 'CompiledCode', 'fileline': None, 'depth': 16}, {'function': 'java.awt.Window.dispatchEventImpl', 'file': 'CompiledCode', 'fileline': None, 'depth': 17}, {'function': 'java.awt.Component.dispatchEvent', 'file': 'CompiledCode', 'fileline': None, 'depth': 18}, {'function': 'java.awt.EventQueue.dispatchEvent', 'file': 'CompiledCode', 'fileline': None, 'depth': 19}, {'function': 'java.awt.EventDispatchThread.run', 'file': 'CompiledCode', 'fileline': None, 'depth': 20}], 'nested': []}]", nullpointerexception, nullpointerexception,,,,
20,"[{'exception': 'java.lang.IllegalAccessError', 'message': 'try to access method com/netbeans/ide/nodes/Node.firePropertyChange(Ljava/lang/String;Ljava/lang/Object;Ljava/lang/Object;)V from class com/netbeans/developer/modules/loaders/java/JavaNode$1', 'frames': [{'function': 'com.netbeans.developer.modules.loaders.java.JavaNode$1.propertyChange', 'file': 'JavaNode.java', 'fileline': 76, 'depth': 0}, {'function': 'java.beans.PropertyChangeSupport.firePropertyChange', 'file': 'CompiledCode', 'fileline': None, 'depth': 1}, {'function': 'com.netbeans.developer.modules.loaders.java.ElementImpl.firePropertyChange', 'file': 'ElementImpl.java', 'fileline': 111, 'depth': 2}, {'function': 'com.netbeans.developer.modules.loaders.java.SourceElementImpl.setParsingResult', 'file': 'CompiledCode', 'fileline': None, 'depth': 3}, {'function': 'com.netbeans.developer.modules.loaders.java.JavaParser.parseFile', 'file': 'JavaParser.java', 'fileline': 133, 'depth': 4}, {'function': 'com.netbeans.developer.modules.loaders.java.SourceElementImpl$2.run', 'file': 'SourceElementImpl.java', 'fileline': 261, 'depth': 5}, {'function': 'com.netbeans.ide.util.Task.run', 'file': 'CompiledCode', 'fileline': None, 'depth': 6}, {'function': 'com.netbeans.ide.util.Task.run', 'file': 'CompiledCode', 'fileline': None, 'depth': 7}, {'function': 'com.netbeans.ide.util.RequestProcessor$ProcessorThread.run', 'file': 'CompiledCode', 'fileline': None, 'depth': 8}], 'nested': []}]",illegalaccesserror,illegalaccesserror illegalargumentexception,,,,
21,"[{'exception': 'java.lang.ArrayIndexOutOfBoundsException', 'message': None, 'frames': [{'function': 'java.lang.System.arraycopy', 'file': 'NativeMethod', 'fileline': None, 'depth': 0}, {'function': 'com.netbeans.editor.DocCache.read', 'file': 'UnknownSource', 'fileline': None, 'depth': 1}, {'function': 'com.netbeans.editor.BaseDocument.getChars', 'file': 'UnknownSource', 'fileline': None, 'depth': 2}, {'function': 'com.netbeans.editor.Analyzer.write', 'file': 'UnknownSource', 'fileline': None, 'depth': 3}, {'function': 'com.netbeans.editor.BaseDocument.write', 'file': 'UnknownSource', 'fileline': None, 'depth': 4}, {'function': 'com.netbeans.editor.BaseEditorKit.write', 'file': 'UnknownSource', 'fileline': None, 'depth': 5}, {'function': 'javax.swing.text.DefaultEditorKit.write', 'file': 'DefaultEditorKit.java', 'fileline': 136, 'depth': 6}, {'function': 'com.netbeans.developer.modules.loaders.java.JavaEditor.saveFromKitToStream', 'file': 'UnknownSource', 'fileline': None, 'depth': 7}, {'function': 'com.netbeans.ide.text.EditorSupport.saveDocument', 'file': 'UnknownSource', 'fileline': None, 'depth': 8}, {'function': 'com.netbeans.developer.modules.loaders.java.JavaEditor.saveDocument', 'file': 'UnknownSource', 'fileline': None, 'depth': 9}, {'function': 'com.netbeans.developer.modules.loaders.java.JavaEditor.saveDocument', 'file': 'UnknownSource', 'fileline': None, 'depth': 10}, {'function': 'com.netbeans.ide.text.EditorSupport$SavingManager.save', 'file': 'UnknownSource', 'fileline': None, 'depth': 11}, {'function': 'com.netbeans.ide.actions.SaveAction.performAction', 'file': 'UnknownSource', 'fileline': None, 'depth': 12}, {'function': 'com.netbeans.ide.util.actions.NodeAction.performAction', 'file': 'UnknownSource', 'fileline': None, 'depth': 13}, {'function': 'com.netbeans.ide.util.actions.NodeAction.actionPerformed', 'file': 'UnknownSource', 'fileline': None, 'depth': 14}, {'function': 'javax.swing.AbstractButton.fireActionPerformed', 'file': 'AbstractButton.java', 'fileline': 1066, 'depth': 15}, {'function': 'javax.swing.AbstractButton$ForwardActionEvents.actionPerformed', 'file': 'AbstractButton.java', 'fileline': 1101, 'depth': 16}, {'function': 'javax.swing.DefaultButtonModel.fireActionPerformed', 'file': 'DefaultButtonModel.java', 'fileline': 378, 'depth': 17}, {'function': 'com.netbeans.ide.awt.EnabledButtonModel.setPressed', 'file': 'UnknownSource', 'fileline': None, 'depth': 18}, {'function': 'javax.swing.plaf.basic.BasicButtonListener.mouseReleased', 'file': 'BasicButtonListener.java', 'fileline': 217, 'depth': 19}, {'function': 'java.awt.AWTEventMulticaster.mouseReleased', 'file': 'AWTEventMulticaster.java', 'fileline': 230, 'depth': 20}], 'nested': []}]", arrayindexoutofboundsexception, arrayindexoutofboundsexception,,,,
22,"[{'exception': 'java.lang.NullPointerException', 'message': None, 'frames': [{'function': 'sun.awt.image.URLImageSource.getConnection', 'file': 'CompiledCode', 'fileline': None, 'depth': 0}, {'function': 'sun.awt.image.URLImageSource.getDecoder', 'file': 'CompiledCode', 'fileline': None, 'depth': 1}, {'function': 'sun.awt.image.InputStreamImageSource.doFetch', 'file': 'CompiledCode', 'fileline': None, 'depth': 2}, {'function': 'sun.awt.image.ImageFetcher.fetchloop', 'file': 'CompiledCode', 'fileline': None, 'depth': 3}, {'function': 'sun.awt.image.ImageFetcher.run', 'file': 'CompiledCode', 'fileline': None, 'depth': 4}], 'nested': []}]", nullpointerexception, nullpointerexception,,,,
23,"[{'exception': 'java.lang.NullPointerException', 'message': None, 'frames': [{'function': 'com.netbeans.developer.impl.execution.IOTable.getOut', 'file': 'CompiledCode', 'fileline': None, 'depth': 0}, {'function': 'com.netbeans.developer.impl.execution.SysOut$1.write', 'file': 'CompiledCode', 'fileline': None, 'depth': 1}, {'function': 'java.io.PrintStream.write', 'file': 'CompiledCode', 'fileline': None, 'depth': 2}, {'function': 'java.io.OutputStreamWriter.flushBuffer', 'file': 'CompiledCode', 'fileline': None, 'depth': 3}, {'function': 'java.io.PrintStream.write', 'file': 'CompiledCode', 'fileline': None, 'depth': 4}, {'function': 'java.io.PrintStream.print', 'file': 'CompiledCode', 'fileline': None, 'depth': 5}, {'function': 'java.io.PrintStream.println', 'file': 'CompiledCode', 'fileline': None, 'depth': 6}, {'function': 'Test1$TestWndListener.windowClosing', 'file': 'UnknownSource', 'fileline': None, 'depth': 7}, {'function': 'java.awt.Window.processWindowEvent', 'file': 'CompiledCode', 'fileline': None, 'depth': 8}, {'function': 'javax.swing.JFrame.processWindowEvent', 'file': 'CompiledCode', 'fileline': None, 'depth': 9}, {'function': 'java.awt.Window.processEvent', 'file': 'CompiledCode', 'fileline': None, 'depth': 10}, {'function': 'java.awt.Component.dispatchEventImpl', 'file': 'CompiledCode', 'fileline': None, 'depth': 11}, {'function': 'java.awt.Container.dispatchEventImpl', 'file': 'CompiledCode', 'fileline': None, 'depth': 12}, {'function': 'java.awt.Window.dispatchEventImpl', 'file': 'CompiledCode', 'fileline': None, 'depth': 13}, {'function': 'java.awt.Component.dispatchEvent', 'file': 'CompiledCode', 'fileline': None, 'depth': 14}, {'function': 'java.awt.EventQueue.dispatchEvent', 'file': 'CompiledCode', 'fileline': None, 'depth': 15}, {'function': 'java.awt.EventDispatchThread.run', 'file': 'CompiledCode', 'fileline': None, 'depth': 16}], 'nested': []}]", nullpointerexception,internalerror nullpointerexception,,,,
